SecurityId,Price,AsOfDate
GOOGL,333.27,08/22/2023 11:28:14
MSFT,204.30,04/06/2023 03:00:48
AMZN,548.90,07/29/2022 23:56:04
AAPL,591.87,09/16/2022 06:38:23
GOOGL,634.57,03/22/2023 14:20:03
AMZN,213.03,10/29/2022 16:09:06
AAPL,506.77,12/19/2022 23:54:42
AAPL,65.48,11/07/2021 04:18:57
GOOGL,277.06,04/12/2023 02:15:44
FB,428.80,06/07/2021 14:25:18
AAPL,455.38,01/27/2021 01:27:19
AAPL,836.92,06/28/2023 02:50:43
GOOGL,892.69,01/21/2022 00:55:08
AAPL,943.88,04/23/2022 15:02:39
GOOGL,38.42,10/10/2020 11:49:27
AMZN,172.21,12/22/2020 03:15:45
FB,780.50,04/20/2023 06:44:02
GOOGL,28.52,01/24/2021 15:51:14
AAPL,125.75,05/22/2023 23:24:36
AMZN,697.25,04/26/2021 11:08:06
FB,352.84,02/28/2022 01:56:20
MSFT,774.69,10/21/2021 07:11:29
AAPL,19.58,03/08/2022 00:02:14
GOOGL,205.53,06/03/2023 07:02:30
GOOGL,784.29,04/01/2023 05:36:13
GOOGL,599.20,10/11/2020 22:12:43
AAPL,238.35,11/03/2020 14:35:08
AAPL,654.88,01/14/2021 03:55:00
AMZN,990.05,09/28/2022 19:15:15
AAPL,718.84,05/27/2022 09:00:31
GOOGL,627.45,07/29/2022 07:11:55
AAPL,438.80,03/08/2021 04:17:14
AAPL,164.80,08/27/2022 12:23:13
FB,478.46,10/10/2020 01:02:53
MSFT,367.41,09/11/2021 12:23:56
MSFT,719.11,08/01/2023 21:56:16
GOOGL,698.79,01/05/2023 14:34:36
AAPL,750.59,01/13/2023 03:24:52
FB,688.95,12/12/2022 15:30:42
GOOGL,977.20,03/22/2021 03:15:23
FB,713.50,01/19/2023 13:14:42
AAPL,498.94,07/28/2023 15:03:54
MSFT,510.02,11/19/2022 20:04:09
AAPL,483.59,11/08/2022 16:27:05
AAPL,224.49,09/21/2021 21:17:25
AAPL,70.11,11/11/2021 14:41:36
AAPL,381.83,08/11/2022 00:13:15
FB,895.49,04/03/2021 11:53:04
MSFT,919.32,06/18/2022 21:00:43
AMZN,865.82,08/27/2021 11:50:40
FB,36.57,04/26/2023 17:25:29
AAPL,413.45,03/23/2021 08:28:29
GOOGL,111.20,06/04/2021 22:07:18
MSFT,781.52,06/18/2021 10:13:05
AMZN,36.10,08/28/2022 19:01:14
MSFT,697.56,05/27/2021 23:55:30
AAPL,119.62,02/14/2022 17:44:36
FB,707.76,07/17/2022 00:01:13
FB,4.49,04/13/2022 12:50:53
AMZN,191.49,08/15/2022 02:17:12
GOOGL,447.77,10/23/2022 00:12:40
GOOGL,427.53,07/28/2023 23:14:43
MSFT,481.95,10/22/2020 16:05:19
MSFT,51.32,09/28/2021 20:03:45
MSFT,680.85,06/24/2023 20:33:07
AAPL,942.21,06/25/2021 18:26:51
AAPL,738.37,10/09/2021 16:46:10
GOOGL,404.81,01/24/2022 11:47:50
AAPL,855.76,12/28/2021 01:32:30
AAPL,932.69,12/15/2021 01:46:50
AAPL,390.18,08/24/2022 16:49:38
AMZN,874.10,05/27/2021 00:49:54
FB,343.43,01/04/2022 17:54:43
AAPL,398.10,09/28/2021 22:34:57
AMZN,849.63,05/02/2023 13:04:21
FB,154.59,11/15/2020 03:42:47
AMZN,425.46,05/01/2021 18:55:40
AMZN,221.36,10/12/2021 15:11:34
FB,63.35,01/29/2022 06:02:19
AAPL,291.46,02/27/2023 17:26:48
FB,44.27,08/29/2021 19:32:00
AAPL,122.27,09/04/2022 02:32:23
AAPL,908.68,12/28/2022 15:56:09
MSFT,195.34,08/23/2023 21:59:56
AAPL,801.23,05/21/2023 03:52:25
AAPL,323.49,05/30/2022 21:15:30
AMZN,407.58,12/24/2021 09:48:49
AMZN,362.55,06/21/2021 18:23:27
GOOGL,786.58,02/03/2023 07:47:40
MSFT,40.17,10/08/2022 17:01:48
AMZN,37.74,06/30/2022 19:44:56
AAPL,247.97,04/18/2021 14:21:14
AAPL,457.88,09/17/2020 09:05:52
MSFT,617.08,05/20/2023 18:38:27
MSFT,176.69,02/18/2022 10:39:00
AMZN,337.64,06/19/2022 13:40:09
AAPL,185.02,07/18/2022 19:40:25
AAPL,327.16,05/02/2023 10:23:54
FB,714.87,03/01/2022 20:36:18
GOOGL,422.77,05/25/2021 08:44:22
GOOGL,187.05,06/14/2021 20:21:40
AMZN,175.15,02/12/2023 10:45:57
MSFT,237.31,01/27/2021 13:09:24
AMZN,79.17,03/16/2023 02:31:39
FB,399.42,06/30/2021 01:28:32
MSFT,112.77,06/26/2023 18:36:30
MSFT,753.85,02/06/2022 18:44:52
GOOGL,682.86,08/30/2022 09:50:47
FB,59.46,04/30/2022 17:16:48
MSFT,120.89,03/22/2021 02:59:19
AMZN,353.71,01/22/2022 01:48:28
AMZN,704.64,05/30/2021 03:39:48
GOOGL,647.12,08/10/2023 16:06:24
AMZN,769.55,10/25/2020 03:56:44
AMZN,371.98,01/04/2021 19:41:26
AAPL,734.76,06/25/2021 01:15:38
AAPL,551.81,05/20/2022 00:37:25
GOOGL,117.92,02/09/2021 08:35:24
FB,668.70,06/23/2023 17:06:46
AAPL,62.64,04/13/2023 19:11:36
MSFT,492.22,08/01/2022 12:07:43
AAPL,762.65,06/12/2022 00:07:41
FB,250.97,10/06/2020 17:30:21
AAPL,776.25,10/02/2020 14:51:34
AAPL,206.67,08/10/2023 09:03:48
MSFT,111.29,10/13/2022 00:51:18
AAPL,768.47,06/22/2023 22:06:46
AMZN,640.30,11/14/2021 20:25:23
GOOGL,518.10,03/03/2023 12:50:47
AMZN,99.00,08/22/2023 17:38:58
AAPL,615.72,12/24/2021 09:27:20
GOOGL,478.51,03/22/2022 08:04:09
AAPL,441.01,04/10/2023 10:26:29
FB,342.09,01/18/2022 08:26:41
AMZN,766.04,03/29/2021 08:40:19
GOOGL,174.47,08/03/2023 19:11:48
MSFT,54.93,08/08/2021 06:06:56
MSFT,689.82,03/21/2021 07:01:20
AAPL,387.50,10/30/2022 11:28:36
GOOGL,673.25,05/15/2021 23:13:40
AAPL,565.59,02/06/2021 06:58:24
GOOGL,631.53,05/28/2021 21:48:43
FB,55.84,06/10/2023 03:36:16
GOOGL,816.94,08/20/2021 23:45:47
FB,55.01,11/03/2020 15:11:07
MSFT,102.86,05/18/2021 20:22:58
FB,765.48,12/22/2021 02:19:35
GOOGL,35.62,01/30/2023 02:41:12
FB,34.30,03/21/2021 09:45:03
AAPL,700.57,05/19/2021 08:07:40
AMZN,389.99,10/14/2020 04:59:59
GOOGL,540.57,11/29/2020 20:57:28
FB,189.20,03/01/2023 11:09:36
FB,917.73,08/08/2021 19:08:46
AAPL,221.94,09/10/2021 20:37:24
GOOGL,758.53,12/31/2020 13:06:59
MSFT,92.61,05/24/2023 20:50:50
GOOGL,92.22,02/25/2022 13:06:25
GOOGL,443.86,06/13/2022 01:38:31
MSFT,49.60,10/25/2021 20:23:55
MSFT,176.62,06/29/2022 05:55:02
AAPL,934.37,03/03/2022 19:12:52
MSFT,49.41,03/13/2023 11:37:01
FB,939.24,01/03/2022 09:33:32
AAPL,945.46,03/11/2023 03:43:31
GOOGL,42.85,04/25/2023 20:19:53
GOOGL,677.71,11/12/2020 13:45:05
FB,667.32,06/05/2022 15:13:19
AMZN,204.52,11/15/2021 23:19:05
GOOGL,463.28,03/16/2023 11:45:51
GOOGL,530.44,11/30/2020 23:08:57
AMZN,279.85,08/21/2023 08:59:04
AMZN,228.86,05/15/2021 01:33:04
FB,157.85,09/08/2023 21:19:06
GOOGL,277.85,11/10/2021 05:34:06
MSFT,998.11,07/15/2023 01:50:56
AAPL,460.32,05/15/2022 19:17:03
AMZN,547.24,06/22/2023 21:45:57
FB,190.72,03/21/2022 00:34:54
AMZN,362.77,02/17/2023 02:22:22
AAPL,884.35,04/24/2022 09:44:57
MSFT,701.34,12/06/2021 22:58:22
AMZN,263.15,09/23/2020 13:18:30
AMZN,944.41,01/12/2021 22:26:02
AMZN,367.35,08/28/2022 10:26:51
GOOGL,131.86,04/24/2022 07:07:18
AMZN,911.29,01/07/2021 17:21:45
GOOGL,538.87,05/26/2022 20:10:51
FB,398.80,07/01/2021 15:31:51
AMZN,170.14,10/11/2022 05:32:05
GOOGL,97.28,09/10/2022 14:01:53
FB,999.78,06/10/2023 16:46:21
AMZN,608.72,03/27/2023 11:47:47
AMZN,211.40,01/01/2023 05:55:39
FB,824.06,04/25/2023 00:03:22
AAPL,692.14,04/23/2023 18:13:30
FB,439.08,10/18/2020 08:40:40
AAPL,898.92,01/31/2023 12:22:03
AAPL,382.99,12/29/2020 03:54:55
GOOGL,159.76,03/08/2023 14:16:54
MSFT,561.39,01/18/2021 17:49:00
MSFT,812.39,11/23/2020 03:22:27
AMZN,32.89,05/10/2023 06:16:21
MSFT,213.77,01/15/2021 02:02:03
FB,327.37,03/20/2022 03:13:26
AMZN,701.72,12/08/2020 15:36:39
MSFT,232.23,05/10/2021 14:25:59
FB,387.75,09/30/2022 06:40:17
AAPL,592.31,11/15/2022 10:35:40
MSFT,939.48,06/01/2022 09:12:21
AAPL,145.00,01/19/2022 11:28:08
GOOGL,935.54,05/02/2021 12:19:11
MSFT,447.33,01/22/2021 09:40:15
GOOGL,480.75,12/21/2022 04:21:11
AMZN,424.24,03/25/2021 04:38:09
AMZN,141.52,08/06/2022 03:51:44
AMZN,477.12,01/19/2022 16:17:07
AMZN,403.63,03/14/2023 07:11:19
FB,494.99,10/07/2022 03:46:35
FB,746.00,08/18/2023 08:56:28
GOOGL,798.97,04/19/2021 08:09:13
GOOGL,745.25,02/13/2023 04:26:58
AMZN,106.79,07/19/2021 16:17:34
AMZN,653.63,01/19/2022 13:27:39
FB,568.85,03/30/2023 01:52:40
FB,227.90,11/03/2020 00:13:06
MSFT,12.07,02/10/2021 01:24:11
AMZN,305.84,10/07/2022 23:41:57
MSFT,440.73,11/11/2022 15:45:50
FB,506.95,11/09/2020 11:56:33
AAPL,195.68,06/28/2022 13:10:27
AAPL,440.43,07/25/2021 09:25:21
GOOGL,423.57,11/10/2022 15:04:48
AMZN,731.41,05/22/2021 04:32:44
AAPL,523.82,09/10/2022 21:17:40
AMZN,487.89,03/13/2023 14:02:54
FB,882.92,08/28/2021 04:24:42
AMZN,555.17,11/13/2022 01:31:29
GOOGL,618.63,08/16/2021 11:02:10
GOOGL,353.94,12/21/2022 18:01:19
FB,819.43,12/15/2021 03:36:52
AAPL,613.96,11/28/2020 05:35:42
GOOGL,385.64,07/29/2023 08:24:55
FB,685.83,10/12/2022 09:23:59
AMZN,53.28,12/15/2021 03:54:57
MSFT,983.28,08/14/2021 10:38:44
AAPL,170.38,02/27/2022 12:30:25
GOOGL,543.41,02/23/2022 02:17:53
MSFT,265.38,10/27/2020 07:30:53
AAPL,369.77,12/14/2022 10:05:14
GOOGL,184.38,07/26/2021 08:59:13
MSFT,582.11,11/14/2022 00:06:24
AMZN,5.19,12/03/2022 17:15:05
GOOGL,538.46,10/30/2020 21:14:02
GOOGL,940.88,01/20/2021 03:46:47
GOOGL,482.02,05/24/2023 22:55:49
GOOGL,970.46,10/02/2022 04:28:42
AAPL,67.52,07/22/2022 12:13:43
AMZN,234.51,07/12/2023 06:54:51
AMZN,631.24,05/19/2023 06:04:22
FB,678.58,04/22/2023 01:23:58
AMZN,261.38,01/31/2023 20:05:54
MSFT,72.68,06/24/2022 12:24:03
AAPL,47.23,11/13/2021 21:36:43
GOOGL,785.82,05/23/2021 02:07:53
GOOGL,786.70,09/14/2021 23:17:39
GOOGL,111.45,12/28/2020 21:31:38
MSFT,452.34,12/31/2020 04:44:19
GOOGL,823.23,09/26/2022 06:54:30
FB,126.09,05/21/2021 10:35:40
FB,584.08,12/26/2020 22:40:00
FB,391.12,09/09/2022 02:54:02
AAPL,576.98,08/18/2021 03:38:29
FB,597.59,04/15/2021 07:46:30
FB,735.55,08/07/2023 08:59:35
AAPL,128.86,01/17/2021 06:38:15
MSFT,371.07,05/26/2023 05:20:15
GOOGL,288.02,07/09/2022 08:31:45
FB,125.32,01/22/2021 00:25:19
GOOGL,399.72,04/05/2023 04:25:33
FB,14.13,07/28/2022 13:55:35
FB,950.67,11/09/2021 12:11:35
AAPL,852.22,12/25/2021 12:40:31
AMZN,118.95,07/31/2023 08:06:37
AMZN,363.40,04/17/2023 22:15:46
FB,477.13,09/17/2022 20:50:31
AMZN,656.57,01/08/2023 09:21:58
MSFT,558.33,04/19/2023 08:08:32
GOOGL,63.49,08/17/2021 02:42:42
AAPL,15.83,10/06/2020 08:38:30
MSFT,688.31,10/09/2020 19:49:22
GOOGL,503.41,08/10/2022 20:34:31
MSFT,698.69,09/23/2022 04:22:36
AAPL,641.49,07/12/2023 04:56:24
GOOGL,326.77,04/21/2021 11:43:03
MSFT,607.64,02/17/2021 09:20:20
AAPL,637.21,05/16/2023 07:12:42
MSFT,769.32,03/08/2021 05:38:06
GOOGL,847.86,01/09/2023 06:30:03
FB,161.52,05/12/2022 12:33:13
GOOGL,496.37,04/04/2023 01:35:17
AAPL,493.11,01/08/2023 20:23:23
MSFT,705.26,11/16/2022 15:28:19
FB,68.55,05/18/2021 18:57:55
GOOGL,609.56,03/09/2023 11:51:32
FB,462.46,06/17/2021 17:34:21
MSFT,950.62,03/10/2022 06:10:25
MSFT,876.87,08/05/2021 10:15:39
AAPL,2.67,01/02/2021 16:09:18
AMZN,268.16,06/24/2021 06:53:24
MSFT,241.46,02/03/2022 03:11:55
MSFT,24.84,09/14/2022 08:45:48
GOOGL,231.59,02/03/2023 08:58:27
FB,477.62,07/26/2023 13:50:20
GOOGL,373.03,04/01/2021 00:57:24
GOOGL,854.35,06/09/2022 17:05:45
AMZN,147.24,03/18/2022 02:35:05
AAPL,503.50,06/21/2023 23:35:57
AMZN,528.11,09/03/2022 01:31:46
MSFT,68.61,08/20/2021 19:58:44
AMZN,477.79,03/25/2023 06:23:39
FB,531.30,12/30/2022 16:50:43
AAPL,615.45,12/04/2020 06:16:00
AMZN,375.60,06/21/2023 23:08:39
GOOGL,644.90,07/13/2022 15:50:24
MSFT,21.48,10/14/2020 09:45:16
MSFT,0.26,02/12/2021 02:59:55
AMZN,198.53,09/27/2021 21:39:05
GOOGL,836.02,03/05/2021 04:00:24
MSFT,913.33,07/26/2023 10:33:57
FB,93.97,04/19/2021 16:07:24
MSFT,393.86,05/26/2021 00:16:30
MSFT,7.92,11/07/2022 07:56:59
FB,936.73,04/27/2021 03:35:26
AAPL,716.24,09/10/2022 21:00:03
MSFT,743.61,07/28/2022 22:57:21
MSFT,832.39,10/15/2020 20:02:45
AMZN,26.18,02/14/2021 06:30:19
GOOGL,50.85,12/04/2020 17:02:25
FB,910.40,07/04/2023 05:32:19
AMZN,998.92,04/04/2021 17:32:36
AMZN,15.37,09/23/2022 13:29:27
GOOGL,838.38,12/27/2021 21:58:18
FB,299.07,03/04/2022 13:47:48
AAPL,935.08,01/09/2022 22:15:35
MSFT,4.90,03/13/2022 22:50:57
AMZN,915.46,01/29/2022 22:59:42
GOOGL,360.49,05/06/2023 14:57:40
AAPL,811.37,02/26/2023 11:08:11
AMZN,555.11,08/29/2021 16:12:42
AMZN,363.75,02/15/2022 03:07:50
FB,640.58,02/18/2022 03:17:34
AAPL,464.88,01/20/2021 15:46:20
FB,936.66,03/19/2023 05:50:13
FB,79.96,10/28/2022 05:49:40
AMZN,592.65,09/23/2020 16:06:05
FB,598.10,10/02/2020 12:05:21
GOOGL,415.17,11/15/2022 02:15:09
MSFT,531.76,02/12/2023 22:36:38
AAPL,260.89,02/13/2023 00:54:14
MSFT,941.12,12/18/2021 14:26:27
AMZN,140.93,05/14/2023 06:36:20
MSFT,968.76,03/31/2022 03:52:11
FB,928.54,06/12/2021 15:13:15
MSFT,686.36,09/05/2021 05:38:04
AMZN,107.29,03/21/2023 07:31:10
FB,76.87,12/11/2020 06:21:10
AMZN,933.46,09/30/2021 13:30:07
AAPL,524.03,01/02/2023 04:15:07
AAPL,106.50,10/31/2020 21:18:46
AMZN,22.84,06/23/2023 02:24:36
MSFT,741.98,04/28/2023 20:17:45
FB,70.73,08/14/2023 19:44:38
FB,128.04,08/02/2021 10:45:38
AAPL,925.59,03/20/2022 11:33:29
FB,433.37,07/26/2022 21:40:40
AMZN,224.95,10/13/2022 01:34:09
AMZN,887.28,11/10/2022 11:24:50
FB,55.55,04/10/2022 00:42:30
AMZN,229.02,05/03/2023 11:10:39
MSFT,617.83,06/25/2023 23:09:44
AMZN,268.40,09/29/2021 21:02:34
AAPL,552.16,07/07/2022 13:35:05
GOOGL,476.15,05/08/2021 03:18:43
MSFT,538.61,03/14/2021 21:51:43
AAPL,864.98,08/14/2023 07:15:22
AMZN,80.98,12/14/2021 00:25:30
GOOGL,385.86,02/21/2022 07:21:39
AMZN,966.32,04/18/2021 21:08:34
GOOGL,711.36,09/25/2021 15:08:59
GOOGL,729.04,07/21/2023 20:52:39
MSFT,831.29,11/28/2020 18:38:52
MSFT,435.21,08/23/2022 18:20:03
MSFT,134.20,06/09/2023 23:16:06
AAPL,794.81,06/21/2021 03:50:38
AAPL,843.59,07/03/2023 21:15:24
MSFT,151.07,04/19/2021 11:29:34
AAPL,789.05,12/27/2021 22:16:20
MSFT,836.15,04/05/2021 13:48:46
FB,409.93,10/16/2020 14:19:45
MSFT,287.68,07/26/2022 22:46:28
AAPL,258.10,11/08/2020 19:44:51
MSFT,988.75,08/10/2023 04:36:46
AMZN,212.83,01/30/2023 08:07:08
FB,227.77,10/02/2021 22:32:46
FB,106.73,12/07/2021 13:57:32
AMZN,301.75,11/14/2022 11:43:08
GOOGL,206.75,12/01/2022 11:08:35
AAPL,789.95,02/08/2022 04:26:31
MSFT,581.80,06/21/2021 20:03:09
MSFT,112.54,04/30/2021 19:40:21
FB,302.22,04/16/2023 08:30:41
AAPL,731.40,12/02/2022 00:44:51
AMZN,412.70,01/06/2023 08:12:20
FB,759.05,04/25/2022 00:04:24
FB,434.04,09/19/2022 13:14:39
MSFT,163.72,05/07/2022 19:08:18
MSFT,120.21,10/14/2021 07:29:01
AAPL,2.62,12/31/2021 12:42:19
FB,92.47,09/23/2021 02:34:38
FB,632.07,10/22/2020 14:44:21
MSFT,981.47,09/17/2020 01:21:15
MSFT,806.02,04/18/2022 06:15:01
AMZN,158.76,08/18/2022 23:47:02
MSFT,441.92,03/30/2022 11:17:31
AMZN,348.46,04/15/2022 10:32:56
AAPL,49.08,06/17/2022 17:57:32
GOOGL,274.49,04/11/2023 18:52:21
AAPL,282.65,07/10/2022 13:22:25
GOOGL,699.64,07/12/2022 04:24:06
AAPL,629.24,07/07/2021 02:56:40
FB,86.80,11/08/2021 22:03:49
FB,723.38,09/06/2021 10:39:49
FB,193.49,01/11/2021 01:04:11
FB,336.97,05/02/2022 16:15:52
AMZN,482.60,08/17/2021 06:40:03
AMZN,806.13,06/30/2022 06:46:50
FB,252.82,04/11/2022 03:55:00
MSFT,725.36,02/19/2021 00:21:06
AAPL,102.14,01/12/2023 22:06:44
GOOGL,706.79,10/31/2022 07:41:06
MSFT,421.19,04/18/2021 05:58:49
AMZN,358.59,03/16/2021 18:59:45
FB,357.58,01/22/2023 09:00:22
FB,506.22,01/08/2023 12:07:18
AMZN,414.39,11/16/2021 03:19:18
MSFT,242.99,02/20/2021 04:44:39
AMZN,179.71,01/13/2021 00:24:12
GOOGL,225.38,07/06/2023 11:35:19
AMZN,955.98,12/15/2022 21:08:38
AAPL,294.75,11/13/2022 01:05:29
MSFT,656.69,07/09/2023 14:40:08
AAPL,312.55,04/08/2023 15:07:47
AMZN,792.75,07/28/2022 19:50:50
AAPL,172.58,09/21/2021 12:39:26
MSFT,304.91,11/04/2020 08:39:17
AAPL,43.88,09/02/2021 01:38:05
AAPL,238.91,10/16/2022 01:15:22
GOOGL,764.75,08/24/2022 23:59:27
AMZN,896.89,12/05/2021 09:35:36
GOOGL,376.05,10/02/2021 08:27:48
AAPL,842.93,11/12/2022 13:13:44
GOOGL,22.69,01/13/2022 13:23:45
GOOGL,834.10,09/03/2023 08:15:01
MSFT,187.48,07/09/2023 20:34:11
MSFT,364.96,05/03/2023 06:23:00
GOOGL,298.18,10/11/2020 05:02:25
GOOGL,529.01,09/20/2020 05:34:20
AAPL,25.65,09/10/2021 13:37:56
FB,388.50,09/14/2021 20:03:49
AAPL,19.04,03/05/2022 20:58:16
AMZN,599.39,03/08/2023 06:20:25
AMZN,840.34,06/20/2023 23:46:53
GOOGL,217.86,02/27/2021 17:18:15
GOOGL,335.98,08/05/2022 12:46:57
AAPL,456.40,03/20/2021 21:31:38
AMZN,751.85,03/04/2022 21:15:19
AMZN,96.15,02/15/2021 06:22:32
MSFT,84.35,03/21/2023 06:15:29
AAPL,236.44,11/25/2021 04:34:03
MSFT,524.52,10/05/2022 13:51:07
MSFT,750.10,10/28/2020 05:25:56
GOOGL,130.34,06/15/2023 01:49:19
MSFT,957.40,03/09/2022 14:05:21
AMZN,49.60,01/20/2021 07:24:32
AMZN,146.41,10/01/2022 08:00:50
MSFT,400.26,08/24/2022 02:00:19
GOOGL,992.97,11/11/2020 18:53:21
AMZN,386.82,12/28/2021 13:07:05
AMZN,55.07,07/28/2023 19:02:43
FB,353.08,02/11/2021 23:54:18
FB,454.36,12/09/2021 15:49:06
AMZN,21.96,09/30/2021 21:08:04
AAPL,265.18,07/06/2021 00:33:59
GOOGL,925.88,02/14/2022 19:56:51
GOOGL,764.61,04/09/2021 04:40:43
AAPL,219.34,09/20/2022 09:17:05
AMZN,160.58,08/02/2023 03:15:56
MSFT,954.54,01/30/2022 19:04:59
GOOGL,764.72,05/02/2022 21:36:53
MSFT,351.32,09/16/2020 10:42:10
FB,815.03,08/14/2022 13:00:01
AAPL,125.85,06/04/2023 22:31:15
FB,854.14,03/06/2021 09:22:55
MSFT,689.26,01/27/2023 12:49:36
AMZN,882.81,11/20/2020 13:46:47
FB,618.78,07/26/2021 11:24:56
MSFT,110.50,12/03/2020 02:20:52
FB,393.97,04/04/2021 11:52:57
FB,417.72,04/29/2023 14:22:26
GOOGL,219.85,04/26/2021 14:30:35
MSFT,196.07,10/01/2021 14:25:51
GOOGL,77.83,05/19/2021 07:14:45
AMZN,21.34,10/10/2020 21:29:18
GOOGL,709.20,09/24/2022 03:41:36
AAPL,196.91,01/22/2021 14:38:13
MSFT,862.19,04/30/2022 00:20:48
AAPL,937.89,04/04/2022 22:21:03
FB,940.77,02/20/2022 20:29:29
MSFT,938.48,07/28/2021 17:56:01
AMZN,262.36,04/27/2023 11:45:15
FB,680.74,04/06/2022 12:52:17
AAPL,345.74,03/13/2022 20:09:11
AAPL,477.10,08/31/2023 08:26:30
AAPL,437.42,05/06/2023 16:39:37
FB,929.50,01/16/2021 10:59:01
FB,408.71,04/14/2021 21:16:30
GOOGL,724.96,05/30/2023 19:57:29
MSFT,728.55,10/26/2020 13:08:58
GOOGL,173.30,11/28/2022 19:19:54
GOOGL,591.84,08/30/2023 12:37:55
FB,37.25,12/20/2021 05:44:06
AMZN,300.80,03/19/2022 09:44:22
AMZN,181.83,11/16/2021 18:33:08
AAPL,823.22,09/12/2021 09:51:30
MSFT,777.57,10/07/2020 17:40:50
MSFT,508.59,04/29/2021 12:36:23
AAPL,753.52,04/17/2023 08:04:30
AMZN,35.24,08/16/2022 01:16:32
AMZN,423.21,01/31/2023 16:15:06
AMZN,989.47,07/17/2021 14:34:11
AMZN,192.33,11/26/2020 10:11:15
GOOGL,947.17,01/11/2023 09:49:57
AAPL,583.53,12/05/2020 17:48:15
AAPL,570.40,06/18/2021 05:36:34
AMZN,238.61,10/12/2020 07:38:21
MSFT,883.37,01/03/2022 13:42:30
AAPL,746.49,09/03/2023 14:15:32
AAPL,630.19,06/06/2022 16:53:09
FB,80.11,03/14/2021 00:20:19
MSFT,193.93,03/27/2021 09:17:51
AAPL,889.53,01/09/2023 13:22:23
GOOGL,979.08,07/31/2023 23:32:26
GOOGL,156.21,02/18/2023 09:47:51
MSFT,935.45,10/20/2021 22:09:35
AAPL,481.89,08/26/2021 10:47:04
MSFT,1.33,03/25/2022 02:55:21
MSFT,469.62,09/11/2021 06:08:17
FB,944.16,11/08/2021 17:01:21
FB,85.15,07/25/2021 17:24:54
GOOGL,995.81,05/24/2022 00:34:00
AAPL,866.14,08/17/2022 21:20:10
MSFT,602.50,08/28/2023 15:04:23
MSFT,908.99,10/28/2021 08:50:29
GOOGL,153.21,06/27/2021 22:44:04
MSFT,436.59,07/25/2021 00:25:33
FB,542.66,04/20/2023 16:42:37
FB,957.02,01/06/2022 13:11:23
FB,862.76,08/23/2023 12:13:41
AMZN,938.07,11/20/2022 09:36:30
MSFT,332.42,03/16/2023 10:18:53
AMZN,572.79,06/15/2022 04:42:57
AMZN,379.54,10/16/2021 10:01:08
GOOGL,58.47,06/16/2023 01:19:58
FB,342.13,05/05/2021 00:09:56
FB,9.18,04/16/2021 17:26:48
MSFT,494.75,04/07/2022 03:37:19
AAPL,820.39,09/01/2021 11:02:20
GOOGL,989.55,03/04/2023 16:37:27
AMZN,46.38,09/20/2022 18:13:59
MSFT,564.19,10/25/2021 01:15:44
MSFT,277.03,11/12/2021 12:19:24
AAPL,147.16,04/03/2022 23:43:20
MSFT,251.35,10/23/2021 04:21:58
MSFT,115.83,03/23/2021 08:15:22
AAPL,883.14,01/10/2022 20:46:28
AAPL,482.91,09/21/2021 17:40:36
GOOGL,5.91,12/22/2021 10:46:52
AMZN,3.85,08/03/2022 10:23:40
FB,722.45,09/23/2020 16:20:13
FB,649.64,02/23/2022 10:40:41
MSFT,600.16,01/14/2023 04:31:18
MSFT,350.77,11/01/2020 14:44:37
MSFT,555.40,08/02/2021 15:21:25
MSFT,814.36,03/24/2023 21:12:52
FB,800.34,03/09/2021 19:28:20
FB,262.97,10/28/2022 15:58:39
MSFT,441.79,06/28/2023 16:05:09
MSFT,238.28,05/17/2023 01:31:47
MSFT,857.06,07/11/2021 11:17:04
AAPL,464.91,03/05/2021 14:36:51
AMZN,984.65,09/27/2020 23:23:02
GOOGL,187.88,08/04/2023 21:10:00
FB,339.53,05/18/2021 00:01:25
FB,873.49,06/18/2022 00:18:10
FB,715.13,08/21/2022 04:34:08
AAPL,968.26,05/17/2021 15:04:15
FB,776.53,05/13/2021 13:41:25
FB,213.20,09/10/2023 19:45:31
AAPL,214.05,06/09/2022 15:14:59
AAPL,445.73,11/24/2022 04:10:28
GOOGL,193.20,04/12/2021 03:06:05
AAPL,594.50,11/24/2022 17:19:33
MSFT,791.64,01/13/2023 14:32:09
GOOGL,728.18,02/26/2022 21:09:17
AMZN,498.78,03/15/2023 08:30:48
AMZN,348.60,02/01/2023 13:14:36
AAPL,64.05,06/09/2023 11:38:19
GOOGL,800.81,10/28/2020 10:30:00
GOOGL,313.76,05/06/2021 16:03:33
MSFT,508.18,06/24/2022 16:46:58
AMZN,725.62,11/02/2022 13:32:30
AAPL,582.45,03/28/2023 02:54:15
AMZN,84.12,09/03/2022 17:34:35
FB,661.41,09/27/2022 11:11:00
GOOGL,631.93,07/24/2023 00:37:41
AMZN,774.50,11/12/2020 07:58:44
FB,835.77,08/24/2023 05:33:32
AAPL,979.32,09/20/2022 06:19:50
AMZN,34.18,01/29/2022 05:46:29
AAPL,175.49,07/20/2023 08:46:52
FB,956.73,09/22/2021 21:07:13
FB,991.53,11/23/2020 19:44:30
GOOGL,135.17,03/17/2023 12:00:31
AMZN,34.18,08/29/2021 03:37:25
AMZN,767.35,01/28/2023 19:21:18
AAPL,142.79,02/24/2021 22:39:20
AAPL,531.14,06/07/2022 15:13:58
MSFT,145.18,07/13/2023 02:52:57
GOOGL,537.07,08/05/2022 22:54:09
GOOGL,974.51,07/23/2021 07:28:43
