SecurityId,Quantity,MKV,ToBeDropped,FundId,AsOfDate
MSFT,552.10,639.97,d1f8b2f8-457c-7316-51f6-113d71280bea,F001,04/25/2022 17:56:50
GOOGL,223.61,25.35,73b6b8ed-457a-3a0f-73a5-f4b0cffeed1c,F001,11/16/2021 13:39:23
AAPL,218.23,265.52,2ab2e1ae-e627-fe77-ff1f-80d6d9da67d8,F003,05/31/2021 16:47:22
MSFT,146.84,674.45,9ef27b30-cb30-8bd4-032a-557e2137d391,F004,02/11/2023 03:49:16
AMZN,315.34,667.46,a449ace3-8d3b-a81c-2180-b6d97ad568f5,F004,12/31/2022 23:30:19
AAPL,67.07,148.16,f0fd282c-7430-e818-afdc-e46ae9131166,F003,08/02/2021 23:15:10
MSFT,406.55,467.70,ff2a8dea-8c1e-7372-2939-d993fc9f4013,F004,06/17/2023 17:47:59
AAPL,597.21,47.87,4dfaf4be-512e-91e1-07ff-111b8bc1fd69,F005,08/05/2021 06:21:53
AMZN,187.37,760.41,7e352cc9-d0da-277a-3b22-9afc6a835c04,F004,12/16/2020 15:56:39
AAPL,870.18,953.18,0aa304a3-edfd-63a0-f608-8fe96efd1549,F005,09/02/2023 00:31:33
GOOGL,51.65,455.11,c4039349-3a28-9c94-7b4c-c2d98ec10ad8,F005,04/14/2021 08:36:37
AAPL,252.27,396.59,855709f3-c7e0-0168-f7c4-e255a9477081,F001,07/28/2021 04:39:08
MSFT,728.79,747.50,56b4c431-d172-09cc-52af-ca3c5f790591,F003,05/20/2022 20:34:56
AMZN,786.53,299.55,dc0aa198-d09d-c95b-a554-94d967cdb22c,F003,05/29/2022 14:41:38
MSFT,89.94,267.80,dee73cc7-74da-c7a3-e46b-5c49fe26a23b,F004,07/11/2022 11:48:14
MSFT,189.00,113.16,c6b1857e-977d-9b87-ce64-75d5ad11c6cd,F002,06/10/2021 12:45:00
GOOGL,126.90,920.20,9bc72611-20ac-7a39-3e97-95305c8b243f,F003,03/21/2023 18:08:31
GOOGL,734.46,40.64,252b565e-1caf-edcb-cd77-9745798f6e9e,F005,12/13/2021 23:10:19
FB,973.50,893.92,a5b64dbd-beca-845f-f07d-1b11f3209f7b,F001,09/01/2022 13:26:16
MSFT,156.21,246.38,053ffa30-ba40-fae7-042d-0ae51b1296fd,F004,08/21/2022 01:00:29
GOOGL,919.09,797.21,a4934282-9bff-5895-c195-4f7d7f63ec27,F005,02/14/2022 12:30:58
MSFT,360.32,314.13,5aa5cc64-55a5-f546-886d-10a090720bad,F003,06/12/2022 06:22:05
GOOGL,223.60,234.40,222f286a-1a1e-b3f0-6003-c273251fdca6,F002,10/01/2021 14:27:32
FB,180.11,538.58,f8ffb59a-f454-f3aa-1ffb-7f788865e24b,F003,12/18/2021 16:23:55
AMZN,916.86,433.70,1bc930cf-d3ce-92d2-730b-b8a6880af462,F003,06/19/2022 04:12:52
AAPL,715.56,941.20,023d5649-4844-db90-672d-cf6007e7a88e,F002,10/25/2022 10:36:48
MSFT,130.09,252.45,b2d6fecd-6b39-d0e1-0682-c4ebbd06901f,F001,04/12/2022 02:45:35
MSFT,815.16,104.70,448fc7ee-e155-5a2f-b5b0-6fadaf4817b2,F002,06/23/2022 06:31:51
AMZN,669.54,262.10,98b21e88-1538-af51-3fa7-4f9d67b6eb6a,F004,01/06/2022 20:19:30
GOOGL,171.39,885.39,593febe3-554f-cc89-e940-2570b94aa1c7,F003,06/07/2022 00:44:07
MSFT,295.00,252.99,9eb4cae1-bd4a-9d1b-860f-9095d29b81e7,F004,08/19/2023 15:19:04
GOOGL,504.47,90.92,2577752a-ea25-da2c-12f7-633e1d9b0aba,F002,03/05/2023 22:10:11
AAPL,96.50,965.84,3707b115-86ee-eb8c-a356-022a825ad83d,F005,12/10/2021 09:44:28
AAPL,460.27,644.74,ec28d020-cd61-0ee4-226c-9be2926d85e0,F002,12/18/2021 06:36:20
AAPL,613.38,17.07,54fa23ef-ac79-2c28-f73e-d633c5e77358,F003,10/02/2021 04:41:54
GOOGL,824.07,569.00,207224ca-aca0-e541-fa4c-b68ea82fa614,F002,12/03/2020 02:09:29
MSFT,731.91,750.04,a43e13ca-93fe-689a-8b16-07877f664f05,F002,06/23/2022 19:33:50
AMZN,535.60,622.72,d4d6c084-712d-d3c5-8394-2de9bb49cd62,F005,03/28/2023 21:12:23
AAPL,583.09,793.42,8c8ba53c-e53f-b07e-003a-878c78e94983,F004,05/29/2021 18:52:39
AAPL,779.02,813.15,4f6809fb-084e-d06c-8a90-a3c1e36491c9,F001,07/19/2021 02:31:12
AAPL,914.39,300.02,88391ffe-b4ce-8956-e58f-e1f8459c2c90,F001,03/12/2023 08:00:14
AMZN,538.11,814.20,dd3d11f0-c38a-6583-aa2a-47c182cbbe2d,F003,12/16/2021 22:33:06
AAPL,734.81,530.62,15cc69a9-cbd2-964c-0b90-64fd4943e9f9,F002,11/22/2021 09:14:12
GOOGL,841.26,515.30,b3c45fa3-631b-b5d8-d23f-19241a879ad5,F003,01/03/2021 07:28:28
MSFT,569.58,88.68,b86b8067-e71b-3781-ea8f-001b0db1515e,F005,02/06/2023 15:44:26
MSFT,283.86,894.25,688142d4-532f-33c4-4cd2-5739756036c1,F003,12/12/2022 03:00:25
GOOGL,675.11,616.64,26dd8bc6-cbb7-9bb6-93cd-ba5644b69dd5,F002,03/12/2023 10:21:27
FB,888.01,493.27,0df3b87e-d984-bf17-b933-ae7ce868d98f,F003,01/13/2022 14:40:08
AAPL,207.97,471.50,c4fc580c-31a9-623f-1946-22f5b97a4ffe,F001,11/27/2022 08:23:34
AAPL,693.65,727.08,f30d6c83-c1b1-eeb1-5294-e15adbe80197,F004,05/23/2022 16:01:57
AMZN,492.73,307.87,466a6507-d51f-4c04-697f-53d846d5af62,F004,07/10/2022 23:07:00
AMZN,630.14,967.21,a188454b-e6bf-b8e4-133c-d6bc5c2ab1cc,F001,11/01/2022 15:18:57
AAPL,541.74,15.12,1c6795ee-798c-6f74-bf34-896ec4218904,F005,09/01/2022 14:58:27
FB,441.72,140.23,e54dc6d2-fc17-f730-d251-becf62e52606,F003,01/13/2021 16:15:52
FB,638.50,920.64,fd457b7d-2ee7-163e-f94b-6a274c2a9706,F003,03/07/2022 11:31:10
GOOGL,444.75,679.14,680123f7-cf7c-7d24-a3e4-6f9857e799a9,F002,07/22/2021 21:32:45
GOOGL,515.63,321.74,bd02a424-b773-d2f8-075a-abc3e2405b13,F001,04/22/2023 16:09:25
FB,632.35,877.72,b2f22dcd-d38d-054f-3be1-a59d4b62029d,F002,12/30/2021 19:15:30
FB,660.22,191.98,70c25004-42cf-35ab-6c3c-583f3b799468,F005,05/09/2023 23:12:35
FB,522.30,168.64,59b26c33-5f84-7e87-1359-11ef16c20ebd,F005,07/28/2022 16:06:05
AAPL,532.45,648.62,ed8d1911-9171-a56c-7465-1a32a50507d7,F002,10/29/2020 06:40:35
GOOGL,882.60,622.76,d6ea8673-7522-a9f9-cc3a-ef3d4b5a9562,F004,12/25/2022 08:33:39
AMZN,225.89,231.73,05055a21-edc0-b9cc-8f74-cb90d00348d7,F004,08/02/2023 13:11:44
AMZN,220.61,578.37,6fac01e9-4269-f74e-ab00-bc457a1435fd,F003,09/20/2022 21:12:54
FB,743.75,250.01,4bf59c79-0fe0-182f-a0c7-0d98f2e64c63,F002,08/26/2023 04:55:06
AAPL,357.42,312.66,b604f990-ab73-c01f-8f32-fb83945f826e,F002,07/22/2023 12:09:47
GOOGL,954.06,344.20,76c295cb-2af8-f7c8-a292-90a1e7c8df7a,F005,05/05/2023 04:28:03
GOOGL,493.19,778.16,9d25d2bb-501e-67b9-5547-c3d88ae465e5,F002,11/17/2022 15:34:41
FB,948.19,809.66,612070fe-2bd0-ab60-9c2b-9f334ac3627e,F003,03/26/2022 06:54:13
AMZN,959.78,341.04,61fa25b4-ac1f-9502-677e-05c537804cb3,F004,08/15/2021 19:26:29
AAPL,292.54,187.01,0f9bcf34-96be-d5ad-4260-581aa74849cb,F002,05/30/2022 18:08:12
GOOGL,858.50,170.20,60463f75-393b-64df-b3b6-32218db3edb7,F001,09/14/2022 20:11:04
GOOGL,266.06,358.35,e9885d33-3d3c-8ef5-1f03-d244773e1ea2,F002,05/09/2021 05:08:24
AMZN,590.90,389.84,afe15f49-5eab-cf73-1896-c7c90b0dbd65,F002,10/26/2021 02:21:49
AAPL,426.08,990.44,2b033395-1d52-28fa-e6a6-24ff4c429f0f,F001,05/05/2022 07:05:04
FB,302.36,31.74,af8b1274-bf10-84ce-fc24-fb86fff39ecc,F001,03/10/2021 10:27:45
MSFT,138.92,554.67,5b70b298-9336-53de-6788-fd3581d04611,F004,03/14/2021 20:27:47
GOOGL,939.20,557.17,f0ff48ea-4c68-c738-12e2-fd4c12da66ea,F001,05/28/2023 07:47:02
GOOGL,10.09,829.55,038ce23b-3820-03b5-b655-f3eee81947a0,F004,01/07/2022 19:15:12
MSFT,558.85,81.45,56481710-a512-8573-922e-55f9cfefa17a,F003,11/20/2022 10:37:25
AMZN,324.76,238.87,7d29e70c-2a3f-ebb2-d0c5-d4926eed8fce,F002,08/08/2021 09:46:46
MSFT,494.52,243.52,3966f966-0fef-4334-b48d-ad12c0118061,F005,07/06/2023 00:15:36
GOOGL,178.80,698.30,89c74357-154e-ca7c-beb1-06a70acfcc36,F004,04/05/2023 21:26:03
MSFT,870.78,378.96,359840c1-54ca-8931-7ee7-35e8c703eef9,F002,08/27/2023 06:33:09
AAPL,975.92,789.95,484f9aa2-e69a-1ed4-0b54-66c8193c8fa0,F004,08/14/2023 15:10:45
AAPL,241.93,897.62,63805273-89bd-4aab-097c-4038e9f0a60e,F002,05/19/2021 09:12:35
GOOGL,521.88,386.26,e35d3f08-17c9-1b6c-97e3-ef6669ad9d67,F004,07/18/2022 03:44:23
AAPL,722.53,792.19,2d2a1089-b907-1124-002b-557c27a05252,F002,03/29/2021 14:18:49
AAPL,522.04,104.80,330c486b-cab0-e4e5-348c-7fd5036f8fee,F005,02/03/2023 16:59:26
AAPL,413.98,755.23,4d7c1e0c-bfcc-b9ba-516e-7e6a01c4fe96,F003,10/27/2020 07:08:36
AAPL,509.33,714.31,e35efe9b-f380-5900-cc80-7a391a65b9fa,F004,12/24/2020 17:36:48
FB,709.57,994.24,1b60da3c-7a7f-7843-fda6-fed94d431fe0,F005,12/08/2022 08:42:20
AAPL,167.29,913.42,28623c86-e1ed-9b5e-e8a4-d34891dfa55e,F003,12/09/2022 04:17:50
GOOGL,530.77,151.66,6f9b023e-6e7c-b1a9-ef84-f8c3d8a16d44,F002,11/09/2022 23:28:22
FB,383.16,592.22,dc0d664c-0bd7-a013-db61-6db5f04260de,F003,04/18/2023 22:08:32
GOOGL,27.42,711.46,de2c6111-466b-bb87-e0f4-c2e33562248b,F004,12/02/2022 05:15:54
AAPL,10.22,489.48,80e4b2c4-2110-cea3-3cb7-ba1804bb45c6,F001,01/30/2023 08:50:32
AAPL,850.82,989.15,fb05114b-7960-aeef-3190-390537de3088,F003,07/17/2023 08:39:30
GOOGL,488.26,326.14,ee7298ec-3209-df34-3ca9-495f922436df,F005,01/18/2022 13:00:49
MSFT,299.42,859.83,c3f09ab3-2275-c9c6-689b-5edc6c4a6a3b,F003,11/14/2022 06:53:46
AMZN,338.58,175.75,b62a8d94-6805-6fe8-3ed5-50c81e0b3748,F003,03/14/2022 20:40:45
AMZN,840.67,394.76,4336e7ef-63fb-2da1-c69a-767e808a7b0d,F005,03/24/2021 08:19:11
MSFT,384.83,916.22,538e7676-654b-27b5-3898-6c16c4e0ba41,F005,03/12/2022 01:03:19
AMZN,688.38,366.95,cc207ce2-f826-4114-b1e1-9e90a0cfcbc5,F005,04/14/2021 19:32:48
MSFT,235.61,833.83,c1e6cd48-c569-bf3a-7d07-583553dc5ec2,F004,11/09/2020 10:51:40
FB,523.05,725.14,4b7a67d1-f1cb-c504-50c5-0597296fc048,F003,11/25/2020 19:14:39
FB,281.00,199.46,6590438a-de13-1de3-4493-0794866a2ad8,F003,07/11/2023 11:19:34
AMZN,13.84,471.72,34609c58-ad68-a4be-0a7d-7684914c3841,F005,05/31/2023 10:51:45
AMZN,420.58,593.48,9e6cc784-43df-f4fd-ce55-a60e21ab361f,F004,02/05/2023 13:24:07
MSFT,526.69,169.49,5f366857-554a-3f61-661d-9fa76ea9390d,F001,12/15/2020 06:13:02
AMZN,618.19,953.22,77638a7c-c72f-2729-cd6a-89056ad5b449,F005,06/19/2023 21:02:48
MSFT,588.59,963.81,93de2f3f-6527-a84b-7498-0eafa10c8eba,F001,11/09/2020 14:14:15
MSFT,743.58,449.57,5fd8e9e9-338e-2f60-acb9-52e1b387934a,F001,01/29/2021 13:13:33
GOOGL,807.55,728.25,0625f006-e756-bc0f-046e-f5e14a200992,F001,06/09/2022 01:29:14
FB,612.50,316.09,9b4926a7-1cad-4d89-47f5-159db8e9655d,F005,09/12/2023 05:01:13
AMZN,736.48,370.41,a041d56c-ab9d-4956-0ef5-2fd4c7ce6e05,F003,04/06/2023 18:14:32
AMZN,318.19,568.68,efcdd928-3bc7-957d-5f8f-f3a90a201bb2,F003,11/25/2020 04:44:47
AAPL,92.40,753.79,79f9eee2-03ab-d5ac-9203-97e1e6046102,F005,11/17/2021 07:22:39
AMZN,822.29,982.79,6b67803e-47cb-5aa3-6754-bfa45e468ce3,F005,12/23/2020 03:05:38
AAPL,825.54,466.54,36e40f85-5419-c301-0ec4-8fab75fdfa8d,F004,11/29/2020 04:48:41
MSFT,968.64,369.25,b934490b-d363-51c3-ee4b-07bb71012a77,F003,12/03/2020 15:40:39
AAPL,10.08,478.80,fdd38edd-ac27-494e-ccfc-0b22009097ff,F004,05/01/2022 21:46:17
AAPL,872.72,176.90,346e0fb9-5d84-1ab9-9872-8ee5256475de,F001,01/16/2022 10:56:55
GOOGL,378.37,325.59,390ed552-1565-cbb0-6faf-6e94b87b8364,F001,05/03/2022 18:49:08
FB,53.09,72.46,7803e9f0-f9d4-4520-0454-76c848087bac,F001,03/01/2021 15:14:23
AMZN,822.00,858.28,cbaea9c5-de9a-9dfc-911d-7b11bcdead77,F003,05/27/2023 07:59:45
GOOGL,705.92,711.92,96aa4822-16fe-79b1-9c5d-a6563781dbae,F004,10/12/2021 11:56:53
AMZN,852.90,117.35,d26f3c09-254f-d897-765b-286704ab5205,F003,03/03/2021 01:49:17
MSFT,505.97,293.20,cc256544-7bac-c6c1-f638-e19be849c433,F003,08/06/2023 09:52:57
FB,54.90,668.81,4e8f0072-93cf-82dc-a7cc-050303627de8,F001,09/30/2021 16:15:00
AMZN,915.50,772.50,f6af6ad5-4792-5262-6660-137a802d3572,F004,04/16/2022 12:40:11
GOOGL,681.91,308.00,3ef72fae-8f37-7e54-f68e-2509305c082a,F002,01/15/2022 14:31:16
GOOGL,960.24,489.29,8568e64e-e162-98f5-df33-9dcfae2c4645,F002,10/14/2020 18:18:08
FB,288.92,334.75,ed76482f-c28d-5c4b-2b54-c668708c1d0c,F003,06/21/2022 06:13:06
AAPL,551.83,329.36,2a64e181-b5df-e09a-b665-9e9fed394974,F003,03/24/2023 08:48:52
AMZN,669.27,360.31,bb425a6a-a220-0e76-fb1c-631ab755a7e1,F005,11/19/2022 18:10:34
AAPL,811.65,518.29,76f60609-5b44-d5cd-c268-3229ccde59d0,F005,01/01/2023 21:48:42
FB,369.11,149.46,3f41fe36-f2ec-7813-62fe-5eacde51c7f9,F002,08/31/2022 02:45:43
AMZN,75.42,796.15,b7841ba7-1239-8d9f-2f8c-2e7128fcedb1,F004,04/21/2022 09:53:14
AMZN,794.91,602.55,395538f1-1eb4-12ce-cd11-2f4d0757b5c5,F005,07/05/2023 07:20:14
GOOGL,560.79,428.99,8d92155b-84f1-82c1-23a5-88c0f5a42661,F001,07/27/2021 08:56:26
GOOGL,358.22,597.42,365235b3-f4ea-b5a8-9576-9b1709c6d473,F002,01/12/2023 06:36:32
FB,421.83,590.38,9dab5ae9-e82e-669d-5b5c-1783e54e5200,F005,01/08/2022 07:16:06
AAPL,942.03,104.82,efc43713-9f19-9d52-0427-01aab52eee0c,F002,05/27/2022 06:49:48
AAPL,699.90,66.16,48773d47-abc9-26a7-4658-df6b837aef71,F004,06/06/2021 06:55:50
FB,772.52,785.35,e242e53d-9e6e-6761-7612-c002dae2a980,F005,05/23/2022 08:19:40
AAPL,25.92,166.84,aee23a90-8f10-c59f-1315-fc7969068e4f,F004,03/09/2023 15:47:08
GOOGL,646.40,797.00,65287d43-05ba-0c74-c6ee-f6ae01aefdde,F002,11/16/2022 09:18:37
FB,208.09,706.54,91e946fb-c5c9-097b-41dc-f9b5f9039700,F001,06/06/2021 09:55:57
FB,340.77,144.53,67e94b61-8562-2215-2f90-3558dab552d1,F001,01/27/2021 11:28:53
AMZN,602.37,610.73,0e80853e-9454-f2fb-3d04-f6a8a04f98e8,F001,05/21/2021 21:10:26
FB,917.43,124.99,33168194-f691-29ee-041b-b129176a485a,F004,12/13/2020 12:08:32
AAPL,937.59,344.55,9fb3e3df-5329-bc34-97e0-cf09a6ee18e9,F004,04/21/2023 19:05:46
MSFT,806.87,218.13,56d32132-0b04-ecde-d0b9-261d249a4345,F001,11/01/2020 17:41:35
AMZN,349.91,115.62,08c2e078-27b8-d106-e92f-1f63465c0022,F004,11/14/2021 02:46:07
AMZN,292.74,423.04,294eccb4-a347-edb8-5888-efba87159b4e,F005,02/02/2021 09:09:34
AMZN,56.31,343.67,c78d7e60-008f-d981-9377-8a2e465ea7c1,F004,08/08/2022 01:34:20
MSFT,522.30,511.65,ddd07634-f0b1-29aa-154e-19985d2b51bd,F005,04/29/2021 22:03:50
FB,647.05,283.20,c7ec9443-a9a4-148f-f590-3b641a063fca,F005,01/17/2021 17:13:21
MSFT,832.45,459.17,f34c4212-501b-a2bb-403d-f59e5fc64170,F005,04/01/2022 04:24:50
GOOGL,916.97,267.65,271ad033-8b6f-9ec8-75ff-e434bdd269fc,F004,08/10/2023 00:57:28
AAPL,337.07,444.96,c85fb87d-0cea-51cb-16ff-3fbb4420a6f8,F002,09/17/2020 15:06:43
FB,735.43,934.84,5a62d462-0045-428c-9961-db2c18d0fb25,F003,11/24/2021 19:10:38
AAPL,57.64,30.97,a86af45b-c23f-a75b-c59c-d782a2cc849c,F001,02/19/2023 05:54:52
AAPL,983.30,499.23,491982cf-dd49-2223-b48b-6dadcc8f5073,F005,09/28/2020 00:03:45
FB,662.79,334.03,7febeb32-6ddb-5cee-7e77-908d764054e9,F001,08/27/2023 15:18:46
AMZN,882.55,503.41,ec21a2b1-d4bc-63e0-525b-44859d34541a,F004,02/25/2022 21:04:08
AAPL,867.62,670.27,bb894fc3-3ff3-a459-8a89-accac57794d6,F004,07/30/2021 13:24:21
AMZN,691.19,546.91,302dcf84-ff61-3705-5a67-38a0968375c0,F002,06/07/2021 01:10:19
GOOGL,874.01,33.38,7f479a44-a22d-669e-da25-e23be042b7b8,F001,06/02/2021 09:37:59
GOOGL,591.93,181.29,6730b87c-39e3-64d7-8cfb-4cfbce21a3ba,F005,05/27/2021 23:19:18
GOOGL,947.27,546.64,e45c55a5-1b6b-d1b3-0670-c70cbb3cc7de,F003,01/31/2023 18:29:11
FB,915.42,837.14,eacbbb2c-ddf3-a2b4-a57d-78c45c23aab3,F005,04/29/2022 21:57:59
MSFT,917.72,562.43,db61187e-a29f-10d7-1784-42ff8383bab7,F004,04/23/2023 11:01:15
AMZN,196.81,660.30,665cbbb1-a6d2-007d-70a3-753f81b2e544,F003,09/12/2022 23:21:58
MSFT,935.41,364.13,b1d58a7d-7daf-3bb2-fec8-1536d0926063,F001,01/25/2022 12:40:15
GOOGL,837.55,360.80,f57e0c53-e71e-5dd9-f731-82bfd2b28f1a,F003,02/10/2023 22:49:40
AMZN,829.61,548.50,4775411d-212e-013e-5478-2f96ec070e19,F003,03/16/2022 19:15:17
AAPL,769.68,31.42,39538116-75ff-a794-59e2-0df2bba1b6ad,F005,05/07/2023 15:21:33
MSFT,880.57,666.63,7d8161ed-7634-813b-e7e9-192d69ed219b,F005,05/17/2023 19:08:54
GOOGL,143.68,783.24,83f451a0-45cc-16c7-2288-d1a6a3b2aadf,F005,03/24/2022 16:27:49
AMZN,226.98,693.83,d882f6ef-0757-d099-65bc-fd5441ea0285,F003,12/29/2021 06:51:09
FB,856.18,151.67,749e344f-dfa4-0042-6396-d081cbde606f,F005,12/07/2020 01:07:10
MSFT,482.34,701.08,f511b600-7d9e-f601-a822-f9d47c3b8211,F004,03/02/2023 05:22:32
GOOGL,225.74,174.06,6ece6d80-2cac-da30-ddbf-08c3861dfe93,F002,05/09/2021 23:15:05
AAPL,313.44,801.56,afec6e69-0490-d18b-5075-7d9c3f94326b,F003,09/21/2020 21:29:32
FB,191.52,81.45,779d23a8-3f55-bdb4-596c-ca1fcb639601,F005,08/01/2021 22:00:48
MSFT,409.74,984.12,70f91db3-85ee-89ca-486c-f7ca889db747,F004,02/11/2023 21:10:13
AAPL,384.12,971.72,25214ca9-dfb8-69c5-1b7a-bf5082be5623,F005,05/28/2022 12:28:14
MSFT,534.86,737.96,5c489504-eee0-4228-df69-3fb34dfd0e05,F003,03/27/2021 18:24:29
MSFT,557.64,519.74,f4a1955a-45d7-06e0-2892-0204b84a3c9a,F004,06/25/2021 23:56:59
AMZN,509.98,514.56,61506853-a7c1-bc40-bd26-4f0b8ff37382,F005,09/10/2021 16:55:21
MSFT,947.35,953.16,b4360952-0214-49ac-fb70-6e61afe6b29f,F001,06/03/2022 06:41:24
AAPL,89.49,702.20,ff9daba3-d4c3-79ea-2fa2-e56883f99528,F005,08/16/2022 09:05:56
AMZN,699.33,139.92,0a43c806-f416-f7cf-ad75-eed08544539d,F003,06/03/2022 10:31:38
AAPL,510.10,779.66,4f42d5b4-5929-2ce0-6780-05b4d7ebfef7,F001,06/29/2023 03:36:28
AMZN,294.16,296.32,8fc07a90-445f-4784-453d-5d0b795254b6,F002,11/19/2020 15:00:45
AAPL,767.71,210.95,4f2fd587-009f-afd9-ac6e-f071606bacb2,F001,12/10/2020 04:40:31
GOOGL,65.35,620.43,9a3a0d58-71e7-816c-7286-d834912bc2a5,F003,07/07/2021 02:03:09
GOOGL,941.71,772.44,b16333e5-022a-a208-bfbd-275d3eb0a332,F003,07/17/2022 11:38:53
GOOGL,621.65,311.54,5754fa27-4735-5c35-6f00-03cafd47a9a6,F005,06/14/2022 17:45:41
GOOGL,267.30,766.18,95e50ea6-9160-4962-2ace-7cbf6545a829,F003,03/03/2023 13:09:19
AMZN,977.47,242.92,8fac2879-20f5-4e45-73d0-91c3a06de559,F002,02/25/2021 02:45:16
AAPL,669.52,229.63,9cc15a85-48e1-d7db-e407-d6bbec7cf8cb,F004,10/21/2022 18:58:25
GOOGL,880.10,201.88,68a08826-598d-cc33-abbe-3824b4bda794,F001,07/09/2021 15:18:31
FB,545.15,2.55,cf18743f-a842-9ec2-d8d2-2f0f36878310,F004,07/04/2021 01:01:57
MSFT,611.56,13.41,90a8d16a-3309-6ae6-41c2-4bf5eea868e9,F004,10/31/2022 12:10:20
AAPL,988.70,681.15,b33e5fce-fff2-027d-aa04-922e6ad27c7e,F001,12/19/2020 20:08:58
AMZN,283.26,257.81,cd461adb-9566-41eb-c7dc-617a1b4a1d78,F004,11/30/2021 12:20:27
AAPL,789.75,342.21,62a76ebb-13eb-c2c8-273c-4135c0e192f3,F005,08/12/2023 07:50:30
GOOGL,3.74,11.57,e4b06017-73f1-b519-93a9-0f4ab2decfde,F002,10/03/2020 07:07:37
GOOGL,888.96,972.91,fe2081de-6cfb-80f4-c376-c1c83277bf95,F002,11/29/2021 14:58:34
GOOGL,567.74,827.46,9e5b617d-401e-8a7b-0044-5cae23831815,F004,01/22/2023 12:29:22
GOOGL,300.35,494.65,aba6fe53-7063-5a68-f2ad-c6eef46ba8a2,F004,06/30/2023 23:16:18
FB,722.33,164.08,3033e429-5f3b-7984-5696-b6aaa54e5d3e,F001,08/24/2023 15:07:33
MSFT,560.58,348.58,8bf68bd3-d382-a150-7bfb-fdcd1e5e92f1,F004,11/09/2021 07:07:24
FB,17.71,867.61,d97bca96-2122-13db-9573-dd5c68c2f82b,F002,06/22/2021 18:28:05
FB,715.29,559.02,e3583b69-1489-593f-8eb9-b017426e577e,F003,02/08/2021 12:05:56
AMZN,700.45,978.22,d1494745-54ee-3422-52f2-3f6ec24bead5,F004,07/15/2021 21:17:18
GOOGL,532.57,293.76,b3ace93c-2067-82ab-13fa-c91971c82e38,F004,10/13/2021 05:11:20
AMZN,958.32,925.42,2d45c4e9-fee0-1ac4-f1db-ceb922362216,F002,08/17/2023 12:11:49
FB,963.73,890.79,82a55bf6-7ad1-1ebc-0384-7a95a00862c2,F005,11/28/2020 04:42:01
GOOGL,754.78,532.33,c3ed14df-946c-bf68-979a-76c9def9a4d5,F003,09/25/2020 06:33:42
AAPL,666.17,275.24,68a95f5f-8a06-7f45-2e6d-03ea59ceb508,F002,06/15/2023 03:24:03
AAPL,636.81,675.60,a3704328-4eef-94a6-dbe6-a18417e27da5,F005,10/16/2021 04:53:22
GOOGL,664.14,138.24,5a267868-729f-8024-d69b-b54e94812c46,F001,05/09/2023 19:13:42
FB,446.21,815.75,143e7acb-4e70-23d4-7bad-2c995a5003de,F001,10/26/2021 22:56:21
GOOGL,879.23,261.30,f43e5ecc-54c8-2712-a146-e6984638610c,F004,08/02/2022 05:50:40
AAPL,249.68,81.70,79c747f1-a220-ac51-c7e9-451af702df09,F002,08/24/2022 12:36:22
AAPL,100.58,107.51,6344d6ed-4935-3bc6-ce5a-fdb94874dd24,F004,12/01/2022 05:42:24
AMZN,348.44,982.87,7b6809dd-762f-375e-f3fb-5e00f5d5beb1,F002,02/03/2021 00:13:47
AMZN,685.54,157.86,b3efb831-731c-4063-442e-393988ca3b43,F005,07/28/2021 17:37:41
AMZN,983.12,394.30,27c2180b-b036-034e-98f1-08e0127c8685,F002,09/15/2021 01:24:26
AAPL,109.68,978.42,01812aa7-22f1-f344-5049-5727e0dd9952,F003,03/24/2021 12:55:21
AAPL,758.91,353.44,5fa8f459-f7d9-c412-edcb-4f5f80cfd973,F002,01/17/2023 23:52:20
MSFT,248.83,413.70,b1bcf143-d70d-6ab6-f4a0-9dfaaa5a2831,F005,01/24/2023 07:07:37
FB,727.88,327.79,fbfac788-ba91-d49f-cfa2-b6ab4bf2a451,F004,03/12/2021 03:58:33
FB,361.72,574.21,35c1699f-ac2d-c237-94ef-aac165fbb2e0,F005,03/05/2022 04:18:04
MSFT,116.82,426.29,b0feb4f8-66cb-74fd-3fb2-33b019f4ef7f,F001,08/31/2021 11:40:02
MSFT,926.53,946.34,a05b0a37-f59c-91c9-adf5-1a43e62997f5,F005,02/16/2023 02:39:44
GOOGL,276.52,800.98,5a972a3b-c96d-6d6f-8e6a-c8661ff53906,F003,11/23/2020 17:34:43
GOOGL,108.76,216.54,1f7ebcd5-97b9-32cf-8462-b62efe5cf3a5,F005,04/03/2022 07:53:31
MSFT,691.90,412.03,e9ee1bfc-f436-e68c-b39a-b128438d16af,F002,06/07/2021 02:17:00
GOOGL,361.28,601.92,001e786f-23c0-15de-0caa-b40c5d151b2d,F002,08/30/2023 21:49:38
MSFT,626.01,709.98,522e3af1-d503-c0af-1a5a-ae6168f7f74f,F003,01/19/2023 19:37:01
FB,619.59,821.50,337f4e48-8c89-a606-7952-33ccac3b5ee3,F003,03/21/2022 12:30:32
GOOGL,921.26,995.55,6999d4e5-08fe-9352-2617-4849d3172d21,F004,12/17/2020 23:19:59
FB,402.12,961.98,54c5735e-9310-6594-c8b2-20260e1eb7ca,F005,04/13/2023 19:52:37
AAPL,64.11,819.33,6fc706c1-ea02-0c38-c1eb-72007fb0d583,F001,10/04/2022 02:19:37
